epoch,metric,previous_best,new_best
29,30_min_RMSE,5.766576707372409,5.714788117587666
29,45_min_MAE,3.6637569374549943,3.5855483613235224
29,45_min_RMSE,6.929730554199773,6.8204197564828535
31,45_min_MAE,3.5855483613235224,3.5817191859882334
35,15_min_MAPE,0.052554739617215115,0.052197635407908546
35,30_min_MAPE,0.07414069648936457,0.07392351480640333
35,45_min_MAPE,0.09040065829308752,0.09039166199034127
36,30_min_MAPE,0.07392351480640333,0.07374235619172653
36,45_min_MAPE,0.09039166199034127,0.0898710390696759
37,15_min_MAPE,0.052197635407908546,0.052081933162636276
37,15_min_MAE,2.2261428741111464,2.2242031707723715
37,15_min_RMSE,4.041753260749919,4.038659736069669
37,30_min_MAPE,0.07374235619172653,0.07350674779292145
37,45_min_MAPE,0.0898710390696759,0.08965244408083324
38,15_min_MAE,2.2242031707723715,2.2232850191885967
38,15_min_RMSE,4.038659736069669,4.033062811848005
38,30_min_MAE,3.017827117752111,3.0123575590642595
38,30_min_RMSE,5.714788117587666,5.693147286852998
39,15_min_RMSE,4.033062811848005,4.022760707710573
39,30_min_RMSE,5.693147286852998,5.661604515095339
39,45_min_RMSE,6.8204197564828535,6.750700116186671
40,45_min_MAPE,0.08965244408083324,0.08950555935740065
40,45_min_RMSE,6.750700116186671,6.750544164495128
42,30_min_MAE,3.0123575590642595,3.0054611202059194
42,45_min_MAE,3.5817191859882334,3.572131133497807
42,45_min_RMSE,6.750544164495128,6.746217837527002
46,15_min_MAE,2.2232850191885967,2.2146178288246268
46,15_min_RMSE,4.022760707710573,4.018548025254113
46,30_min_MAE,3.0054611202059194,2.9906056074735288
46,30_min_RMSE,5.661604515095339,5.642451147471187
46,45_min_MAE,3.572131133497807,3.5497789948796314
46,45_min_RMSE,6.746217837527002,6.695940561900926
47,15_min_MAPE,0.052081933162636276,0.05201154770293015
47,30_min_MAPE,0.07350674779292145,0.07329134540303149
47,45_min_MAPE,0.08950555935740065,0.089321333752093
49,45_min_MAPE,0.089321333752093,0.08914290291066256
