epoch,metric,previous_best,new_best
41,30_min_MAPE,0.07423794554864964,0.07381005178542935
41,45_min_MAPE,0.0902855513763228,0.08962521059845843
43,15_min_MAE,2.219539937800717,2.2168817360821307
43,30_min_MAE,2.995236419414032,2.9934831074377293
43,45_min_MAE,3.547234540061821,3.5465274624001704
45,30_min_MAE,2.9934831074377293,2.9923505321102137
45,30_min_RMSE,5.698043272314313,5.695184492925523
45,45_min_MAE,3.5465274624001704,3.54448723244898
45,45_min_RMSE,6.785262774571732,6.745247463484466
46,15_min_MAE,2.2168817360821307,2.208103132185496
46,15_min_RMSE,4.032008262172514,4.029205276337815
46,30_min_MAE,2.9923505321102137,2.977232253361073
46,30_min_RMSE,5.695184492925523,5.693636292039795
46,45_min_MAE,3.54448723244898,3.529826814861752
50,15_min_MAE,2.208103132185496,2.2057467756049114
50,15_min_RMSE,4.029205276337815,4.022768256188619
50,30_min_MAE,2.977232253361073,2.967743030197491
50,30_min_RMSE,5.693636292039795,5.664010391032162
50,45_min_MAE,3.529826814861752,3.514036104172804
50,45_min_RMSE,6.745247463484466,6.725606690454192
