minutes,selected_epoch,selected_MAPE_percent,final_epoch_MAPE_percent,MAPE_difference_pp,selected_MAE,final_epoch_MAE,MAE_difference,selected_RMSE,final_epoch_RMSE,RMSE_difference
15,48,5.221519944679677,5.293706447923954,-0.07218650324427678,2.2536716250419366,2.268909461737366,-0.01523783669542933,4.074758650073223,4.083232744032897,-0.008474093959674356
30,48,7.384232718084895,7.548828060073233,-0.16459534198833836,3.0953694725386227,3.111020308996752,-0.01565083645812937,5.799053122170272,5.796351564689956,0.002701557480316197
45,48,8.891609543497946,9.14285735204976,-0.2512478085518133,3.7103313676784664,3.707785937960281,0.002545429718185499,6.983877093626898,6.922345198708797,0.06153189491810096
